id	Text
415	Helped with depression after postpartum but I am considering trying to stop due to severe night sweats & cost of Lexapro.
416	Dry mouth, subsidized sex drive, first few weeks experienced tiredness and felt very foggy.
417	My benefits definitely outweigh the side effects
418	Dry mouth the first month and then later bouts of extreme thirst, I think it also gives me headaches and neckaches, but I am not sure because I was diagnosed with migraines previous to this medicine.
419	I've tried quite a few antidepressants and this one seems to be the one that handles my depression and I can live with the side effects.
420	Dizziness, nausea, headache, foggy, loss of appetite, weight loss, increased irritability and anger,
421	increase in anxiety, weird floating feeling, sweaty palms, nausea, heartburn, waking up in middle of night for no reason, sexual performance issues.
422	weight gain, yawning fits, daytime sleepiness.
423	weight gain and sleepiness .
424	The first month is somewhat an experience, with varing degrees of dizziness, nausea, headaches and a feeling of not-being-right.
425	vivid dreams, no sex drive, dry mouth, i get sick when i drink alcohol.
427	Teeth Clenching, Insomnia at night and exhaustion durring the day.
428	Reduced sex drive, 75% less ability to reach orgasm.
429	I find that at night I have a harder time falling asleep and then durring the day im exhausted.
430	"I have the opposite of the ""weight gain"" problems as I seem to be losing weight now."
431	I do have lethargy.
432	where as I don't really want to do anything now durring the day.
433	Killed my sex drive.
434	No libido whatsoever, Emotionless.
435	It helped my depression tremendously, but sexual side effects are severe in my case.
436	Nausea, stomach upsets.
437	Possible side affect was reduced sexual desire, but my doctor said this could be just from the depression and stress itself.
438	nausea, loss of appetite, trouble sleeping.
439	The side effects got better after 2 months.
440	Then I got lazy and wasn't consistent about taking it and whenever I tried to take it again I'd deal with horrible nausea, so I weaned off.
441	I'm dealing with mild nausea but feel the calming affects.
442	When my side effects are difficult to deal with, I remember that a debilitating major depressive episode, wanting to curl up and die, is FAR worse and I am thankful that I have options to help me live a normal life.
443	All these happened the day of my first pill: Light headed, Dizzy, Extreme tiredness, Diarrhea, Jaw muscles tightening & clenching, Stuffy nose, migraine, Foggy, Zoning/trancelike, Apathy, Cold & chills, Trouble focusing eyes, Confusion, Nausea, Jaw clenching, Sweaty palms, Time/space discontinuity, Cant catch my breath, Tiredness or energetic, Memory loss, Tremors & twitching, Yawning, disorientation, Convulsions, 10mg.
444	The side effects were severe, but diminished as time passed, and have become tolerable within 2-3 months.
445	When I start a 'new' 30 day batch of pills, I go through minor side effects for a few days.
446	I'm a stay-at-hme-dad of toddler & infant and am glad that I'm not depressed with anxiety while raising them, That said, I can't wait until I'm ready to stop, WEIGHT GAIN: 6,7%
447	I had alot of dizziness and it was so bad I felt like passing out every time I yawned  (Sounds weird I Know).But that eventually stopped.
448	It also killed sex drive.
449	"It was distressing at first but within a few weeks my sex drive worked again,but at a much more ""normal"" rate,which I greatly appreciate, I feel I was to horny before."
450	I have had some weight gain,however my weight normally changes based on the time of year.
451	I also have a horrible mountain dew addiction,but my weight gain has been small and my clothes still fit so I am not all that upset.
452	teeth grinding trouble sleeping.
453	naseua, lower sex drive, extreme fatigue.
454	I can handle the side effects because I've felt so good over the past month.
455	had Insomnia so i took benadryl.
456	loss of appetite
457	grogginess, nausea, dry mouth, frequent urination.
458	It increases the effect of alcohol and caffeine so I have to be careful with those.
459	Loss of libido, Difficulty reaching orgasm, fatigue I feel tired most of the time, yawning, dry mouth,weight gain.
460	The biggest complaint I have is the fatigue and loss of sex drive/orgasm and weight gain.
461	Drowsiness, anorgasmia (which may cause me to add or switch to Welbutrin).
462	Mild itching and headaches.
463	lose bowels, sexual side effects, Very effective, but if you miss a dose for 1-2 days, it can really cause problems (Dizziness, nausea)
464	Severe insomnia first week, almost constant nausea, migraines, intense panic first couple nights.
465	Decreased sex drive and ejaculation delay.
466	constipation, fatigue, weight gain, blocked tears and sad feelings that still existed inside of me.
467	I am sleeping more deeply now, without the intense anxious dreams that I had on the drugs.
468	Nausea (severe at times), occasional tremors, delayed orgasm, hot flashes.
469	I went to sleep, then woke up a couple hours later feeling extremely nauseous.
470	All of the sudden a hot flash shot throughout my body, my heart skipped several beats, and I felt like I was going to die for a minute.
471	I gradually calmed down and sweated profusely, That said, Lexy ain't all bad.
472	My emotional range might be a little muted (I don't cry nearly as much), but I still feel like myself.
473	Initial-brain zaps, headache, fatigue: all went away after 2 weeks Later-Weight gain.
474	I have gained weight that I have been unable to lose with diet/exercise.
475	I had hand shakes,warmness in my body,very energized,mood was alot better,sweating,pretty bad insomnia which i did not like.
476	Loss in appetite but i think it is going to work hopefully.
477	When all is said and done, and after taking so many other AD's that have really messed me up, this is by far the best, with the least amount of side effects.
478	VIVID DREAMS!
479	Within a few days of starting lexapro oh my god the dreams are vivid, intense, long, and complex!
480	And I can remember every detail of them when i wake up in the morning.
481	It Feels like im living in 2 different worlds, my daytime world and dream world.
482	Each seems as real as the other, So bizarre!
483	I must say I absolutly love this side effect, I cant believe its been so marked though I didnt expect it at all!
484	Jaw clenching; difficulty achieving orgasm; fatigue.
485	Shakes, sweating, difficulty sleeping, diarrhea, high blood pressure, Increased orgasms.
486	The diarrhea and sweating really bugged me, though, Surprisingly, this strengthened my libido and orgasms.
487	dry mouth, slight rash, headaches early on, slight fatigue, delayed ejaculation.
488	Nausea & yawning for 1st month .
489	Over last 6 months: difficulty reaching orgasm (F), loss of impulse control resulting in financial debt, increase in risky behavior, mania, lack of empathy, lack of emotional reactivity (haven't shed a single tear in over 6 months).
490	Stomach discomfort, initially some night sweats, jaw clenching.
491	The most immediate side-effect noticed was extreme stomach discomfort.
492	It's not like a sore stomach, but it feels like your abdomen is tensed up, which I initially mistook for a sign of additional anxiety, However, according to my doctor this tension in the stomach area is purely a chemical reaction to the medicine and not connected with an emotional state.
